,State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,sex_ratio,literacy_rate
480,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,UTTAR PRADESH,4772006,2503186,2268820,1357435,906413,2488265,2248392,13157,7555,1260,2426,10951,179473,281758,11690,61846,692398,355518,1047916,906.0,47.0
481,Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,UTTAR PRADESH,4143512,2193434,1950078,1448528,968811,2382914,1711453,6495,18601,1516,16345,6188,147785,368153,10077,56149,673746,296104,969850,889.0,58.0
482,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,UTTAR PRADESH,2031007,1072002,959005,654290,406805,1449007,489686,3510,84787,360,138,3519,47723,83006,2870,18097,371752,89638,461390,895.0,52.0
483,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,RAJASTHAN,867848,437744,430104,250122,151393,827293,25597,358,72,32,14077,419,17984,71612,716,5961,209813,24269,234082,983.0,46.0
484,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,UTTAR PRADESH,3209141,1606085,1603056,1121381,810178,2731351,452394,3920,1451,7795,746,11484,46358,140538,5149,34400,711085,41701,752786,998.0,60.0
485,Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,UTTAR PRADESH,3405559,1752542,1653017,1165965,799878,2975998,413243,3634,2424,722,397,9141,65080,247856,5184,34788,705025,73393,778418,943.0,58.0
486,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,UTTAR PRADESH,2335819,1223889,1111930,630408,413258,1073890,1181337,9201,65316,384,1307,4384,62281,131112,3847,25960,396775,143217,539992,909.0,45.0
487,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,UTTAR PRADESH,3466382,1834106,1632276,1220114,856994,1966892,1454052,6523,18627,1937,10208,8143,149035,404499,9699,38816,605082,284156,889238,890.0,60.0
488,Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,UTTAR PRADESH,1715183,869656,845527,567098,387851,1300586,404410,1766,447,4393,95,3486,17671,79525,2031,19729,324972,27179,352151,972.0,56.0
489,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,UTTAR PRADESH,3006538,1606403,1400135,915142,575788,2412595,527581,4630,51090,2312,301,8029,91958,115163,3889,27533,520289,134714,655003,872.0,50.0
490,Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,UTTAR PRADESH,4483992,2375264,2108728,1397702,886031,3555450,893725,6579,11611,2663,1410,12554,74072,102040,3874,34609,827583,111319,938902,888.0,51.0
491,Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,UTTAR PRADESH,1862559,971344,891215,601988,383720,1738769,103567,3963,1649,1747,487,12377,40467,95582,5149,25220,337048,91040,428088,918.0,53.0
